duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class,is_zero_day
1,tcp,other,SF,301,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0.07312440717516044,0.029078923941279974,0.0007937062242767633,0.09917706013893297,0.8875221506919062,0.11247784930809379,0.004199333326844124,3,1,0.9983001260533015,0.0016998739466984603,0.05270040638129946,0.0023821983175309216,0.05080566026511831,0.029817859145710248,0.0066994929309522715,0.07055004084405457,normal,False
0,tcp,http,S0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,1,0.011967411669812144,0.011441347800755938,0.02937961659242198,0.05986704749456997,0.8459845667806225,0.1540154332193775,0.054583345383381526,1,2,0.945669083690565,0.054330916309434985,0.10702263631427159,0.004333830533508278,0.003919002585535562,0.0028014299967278914,0.03743165564391662,0.0033450021097989027,dos,False
0,tcp,http,S0,21,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1633,3,0.06464470094136787,0.00685826210042677,0.00517225161341694,0.0489635348581726,0.6720969863260292,0.3279030136739708,0.003150249279114269,2,1,0.7970094426796502,0.20299055732034976,0.0028205402193430804,0.0009336649363855572,0.0006408509006382868,0.00506898943395328,0.05960661592705857,0.05131343636228192,dos,False
2,tcp,ssh,SF,308,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.10687952233744974,0.1343282629788961,0.02911126459916422,0.0462495409351009,0.9900608008256754,0.00993919917432462,0.037492324412870544,2,4,0.9698182573785222,0.03018174262147777,0.0006876836486530266,0.008927722199833838,0.006793717376779943,0.0036909557201469843,0.0008938350976311594,0.01547142332087203,normal,False
0,tcp,other,SF,322,307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.07266230562031945,0.056736100668523505,0.018877966224089774,0.03292783204879346,0.9417459081802133,0.05825409181978669,0.0170517732586116,3,5,0.9933161561775596,0.006683843822440361,0.0033300299000927226,0.012622348048887079,0.0010805739527690859,0.018873680666158948,0.06985050705567487,0.01879013432536935,normal,False
22610,tcp,malformed_proto,ZZ,1313832,72438,0,0,0,0,12,1,3,0,0,0,0,0,0,0,0,0,44,3,0.0030853510084718925,0.01127537568719319,0.019068254861627786,0.06118807804257909,0.0,1.0,0.0018715202857701378,3,2,0.9343813871224472,0.06561861287755277,0.009734633832001334,0.04499783043348936,0.0160366725694243,0.014641412583229596,0.01818079604753849,0.0004281592774827138,zero_day,True
1,tcp,other,SF,541,390,0,0,0,0,0,1,0,1,0,2,3,1,0,0,0,0,4,2,0.00900581871499514,0.04504498248533203,0.09747822664950752,0.09977349929129997,0.9120610381066484,0.0879389618933516,0.0026995848717779364,2,1,0.8252664525678406,0.1747335474321594,0.015884548499204232,0.0038307277442220203,0.024670486626574614,0.015654147263353527,0.016790483987162586,0.00967128858796882,u2r,False
0,icmp,ssh,SF,304,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.031024620113247806,0.03257748228432805,0.025443524299468678,0.013313997989293226,0.9431321872842433,0.056867812715756694,0.04012030777352734,2,3,0.9969790893692664,0.0030209106307336198,0.0012100657246358422,0.0071745376850531496,0.0013193944479631657,0.005086125495862956,0.005782032956246709,0.003792473915459666,normal,False
196656,udp,malformed_proto,XX,2346589,105634,0,0,0,0,8,1,6,0,0,0,0,0,0,0,0,0,41,1,0.06807411834520674,0.011941122115837302,0.05017854656871973,0.02936338884519985,0.0,1.0,0.0087797816156953,1,1,0.9443004057226583,0.055699594277341724,0.05830369572347851,0.007359440407372758,0.0034776357961846605,0.00944209919920571,0.05751860274857843,0.03982711732089092,zero_day,True
0,udp,dns,SF,322,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.028600593638365326,0.008435391188698743,0.011108348170232154,0.029064795841246223,0.8094509644478778,0.19054903555212221,0.014738264291597095,2,2,0.8888600325509274,0.11113996744907262,0.03274262743921779,0.028317599735339684,0.003811493683281393,0.0033887444521165586,0.039421135659190365,0.06808124463146657,normal,False
0,icmp,http,SF,489,427,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,6,3,0.004832451119744141,0.02440888547394367,0.0542750501754153,0.0031421384265181997,0.8607006828196341,0.13929931718036592,0.03315327678690444,2,2,0.9645307424746099,0.0354692575253901,0.01852907626339173,0.0063436133067895474,0.004286549060551342,0.027735250322959055,0.0008094800648316375,0.029689652973874218,u2r,False
0,tcp,other,S0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1685,3,0.0059846008644201245,0.018870353776849605,0.024060579132700943,0.03201888602001989,0.874473617834346,0.12552638216565404,0.024735277693219225,2,1,0.960612810624539,0.03938718937546104,0.007197277106254501,0.02871011324523893,0.028397485592092757,0.03817155816964769,0.02011189373011639,0.017864091612104303,dos,False
0,udp,other,S0,50,90,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,18,2,0.03971026393870188,0.026066101304073868,0.003996487176551088,0.030841503406990118,0.704124360065274,0.295875639934726,0.05092275921775724,2,5,0.8431067244741186,0.1568932755258814,0.005118668488630269,0.0008507920042338562,0.015679507257398567,0.009051568184383357,0.006717028960232488,0.0084241275661851,r2l,False
1,tcp,pop3,SF,97,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,195,6,0.017157061616919732,0.09145750718173117,0.03783940598282823,0.0307395837303791,0.9799089877060447,0.020091012293955268,0.046688931807733654,2,2,0.9015040485885554,0.09849595141144463,0.024351120187956685,0.019743228337803353,0.027649707224280524,0.0022109278132221607,0.012629765219706376,0.022376281095885846,probe,False
0,tcp,dns,RSTR,446,420,0,0,0,0,0,1,0,1,0,4,1,2,0,0,0,0,6,2,0.02861042344501263,0.012061630699133824,0.0016748184961773488,0.13440506018592643,0.9999747436767872,2.52563232128189e-05,0.017311595912012985,4,3,0.9756110994094779,0.024388900590522122,0.007261646349651505,0.04601951309541237,0.01769344016417926,0.04652325605082411,0.07191522455868257,0.0030964182767020186,u2r,False
0,icmp,http,SF,292,276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.04210058429886663,0.04393889198959056,0.0018542194663270293,0.041164324943087874,0.7116899954164136,0.28831000458358635,0.008849814904794247,2,1,0.8716998805458479,0.1283001194541521,0.027196459313037904,0.015318876273220344,0.018382366284975037,0.02524298944611098,0.010380002082478869,0.006348351938726803,normal,False
2,tcp,other,SF,304,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.030430569537164925,0.045762558414135776,0.09825619212841688,0.022558741348089495,0.988211383916852,0.011788616083147962,0.006633440128370741,3,3,0.9515555764715371,0.0484444235284629,0.005381410355964255,0.0011046855442996034,0.005419696936944877,0.005036461109358381,0.008107164273616161,0.03102289183479309,normal,False
1,udp,ftp,RSTR,510,408,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,5,0.032248052635637604,0.07343137168517602,0.02026297814028866,0.00013748324167915882,0.9518741772655227,0.0481258227344773,0.005613970963017036,1,1,0.9113051850835261,0.08869481491647391,0.029501030651866975,0.0220797649194359,0.0017094764635352398,0.023300216362301486,0.005193682935536479,0.010445598734041942,u2r,False
160898,tcp,unknown_proto,XX,4799856,102274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0.025819396391707102,0.029234805317024323,0.0180620300918444,0.06706215822776133,0.0,1.0,0.010859163054908664,2,1,0.9978484559966461,0.0021515440033539335,0.0033647795451523534,0.0005272323479267449,0.022050771738980166,0.004698355503555009,0.03557111059158399,0.011265218448514738,zero_day,True
0,tcp,smtp,SF,292,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.06480122049092092,0.09258086481353861,0.0605525822335554,0.030006535485068236,0.9720783867967904,0.027921613203209628,0.019026153981518384,3,1,0.7973236110087031,0.20267638899129692,0.03582357478394947,0.027442556700932447,0.00039063659577321855,0.020213261802275066,0.050128818948069996,0.011635302520429937,normal,False
1,udp,other,RSTO,323,313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.07362820605876362,0.08105099559273969,0.05894722172100156,0.04420590237572451,0.9561957835534317,0.04380421644656829,0.036647408008898,3,1,0.898090193219668,0.10190980678033201,0.0009283391498153055,0.006777978166070847,0.0017626284711666387,0.02350451488940205,0.027005118910209732,0.005200430215192662,normal,False
0,tcp,http,S0,27,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1782,3,0.007432286064083294,0.025062166671513314,0.0524511272939348,0.01945625287635747,0.9952104639094159,0.004789536090584079,0.029396451700283776,2,1,0.9764567384249786,0.0235432615750214,0.031423471499248845,0.02887775178080919,0.03234256192771444,0.0074583552560333844,0.03698863117920902,0.0059412379069793235,dos,False
0,icmp,smtp,SF,347,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.02590632078799535,0.027954832941284275,0.004036998789979138,0.0595450128874004,0.8568227399038822,0.14317726009611775,0.007229402124931779,2,2,0.789895100462063,0.21010489953793698,0.038810368394228356,0.006654560260979814,0.040623102057807114,0.025173742112901173,0.06327521805159617,0.014684905584956392,normal,False
0,tcp,dns,SF,290,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0.17796332187437833,0.0013851030692017478,0.14342286651646494,0.019883321604248497,0.9322627668765658,0.06773723312343416,0.049975366189044516,2,2,0.9750246767869898,0.024975323213010214,0.0014464740574803364,0.005315259226127894,0.008855155260730451,0.024687405515211744,0.0305391280874116,0.004765711157444869,normal,False
3,tcp,finger,SF,100,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76,2,0.016478158228169042,0.03832680731635401,0.032003075006290786,0.0358482845496404,0.8866247415178378,0.11337525848216223,0.010116226142707995,2,1,0.9991715219529024,0.000828478047097625,0.004125099571811091,0.07538691500060316,0.0015692539642640597,0.026374656407250386,0.0030919701785524093,0.003913402746868129,probe,False
0,udp,http,SF,313,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.026445469653033578,0.06280748933419092,0.040662220025439885,0.05624660955844657,0.9657866692506047,0.034213330749395254,0.0010503449715645139,2,2,0.9883888429191124,0.011611157080887557,0.028630334643747358,0.008023842546097898,0.004524364333920141,0.021346678487724136,0.005608419182330152,0.02115953223549998,normal,False
0,tcp,http,SF,329,296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0.0048692693136022204,0.031707729982140505,0.02321869192961692,0.07326833295211693,0.9888210237443639,0.01117897625563613,0.054574821733423165,5,2,0.9176078405934669,0.0823921594065331,0.00626061556108011,0.02821052849925759,0.040870840436892854,0.018698093090329264,0.0030186618295469773,0.009644816552655904,normal,False
0,tcp,http,SF,90,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1,0.07798416560026804,0.17525521210342088,0.030681024128458644,0.12436122605190131,0.8589566102998936,0.14104338970010644,0.030221294698217743,1,1,0.9932904203427431,0.006709579657256937,0.01633822754162956,0.0056854562585805435,0.032476993606236175,0.022157656253823238,0.00769776840916297,0.0039587623016272885,probe,False
1,tcp,http,SF,287,320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.01710597895991542,0.0311997445141926,0.058320191512423396,0.05753393065333992,0.9600647713178815,0.03993522868211852,0.05732782046180158,1,2,0.711792993584976,0.28820700641502395,0.016403738099439628,0.00046336668827595115,0.04294732584675989,0.04467405077607023,0.006704745951602192,0.013340466221328376,normal,False
1,tcp,other,SF,280,290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.026946947705013,0.022545355457424417,0.012643395610421174,0.12995809759274723,0.9106912553406505,0.08930874465934946,0.007471160257242076,3,3,0.6822311999166638,0.3177688000833362,0.022611679886225648,0.009840773641660387,0.0079175924632931,0.033371164343075056,0.016656370796711804,0.004382515706248243,normal,False
0,icmp,http,S0,23,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1707,1,0.08497561453801498,0.06305960315394459,0.005362259400144899,0.01200551430045474,0.8705074875321988,0.12949251246780125,0.0063051854069016856,1,3,0.9792526848593861,0.020747315140613898,0.03346490897891465,0.009725506774354416,0.00015161706353690127,0.03481371478712769,0.011463480721462792,0.00867710080363516,dos,False
10090,tcp,malformed_proto,AB,3286190,74866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0.1395076070590028,0.015141886844777838,0.06380633613044902,0.08517308985439101,0.0,1.0,0.008044571100204187,1,2,0.9087711377688551,0.0912288622311449,0.005406933238348698,0.03386348444410456,0.0016296697867839902,0.008245298371998168,0.011709080565775782,0.012545172831324735,zero_day,True
0,tcp,smtp,S0,301,306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.04559382576184541,0.01371211592308348,0.15173560307933845,0.011890679848127484,0.9947310270518657,0.005268972948134332,0.09666972671202263,2,3,0.9934260368059488,0.0065739631940512355,0.005852532644712696,0.019492140791231353,0.005500675441967763,0.033367365318401405,0.01965553827239839,0.0022325445986421185,normal,False
0,icmp,ftp,SF,490,428,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,2,3,0.08541860311324086,0.03714994665309936,0.039162213533437656,0.04393899976518964,0.9730753086044343,0.026924691395565747,0.0008867656103917356,2,1,0.965462672277942,0.034537327722057976,0.004732295143174414,0.04026468971741908,0.001914153486633371,0.006056904586055694,0.05000128168062174,0.010676265851230252,u2r,False
3,udp,finger,SF,92,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,3,0.048522594688328605,0.10470273630157927,0.08295319951302929,0.00012368064706443316,0.9691411240221585,0.030858875977841538,0.004225941335516929,2,1,0.9852561278890035,0.014743872110996481,0.04040096358301667,0.009008731068542867,0.0041346156707453485,0.016370709453875986,0.016292708551620964,0.08750856127641131,probe,False
0,tcp,http,S0,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1467,4,0.0938123680737577,0.046483498621151496,0.011604749208974061,0.016328687097480393,0.9566952751258635,0.0433047248741365,0.0008409509784636971,3,2,0.9879323846382388,0.012067615361761153,0.003955062241715765,0.020806674829983343,0.029969278784652338,0.020159576826666577,0.01933839796514634,0.020382219271175048,dos,False
0,tcp,ftp,SF,279,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.028258090000472993,0.1309656140869775,0.060741690600350354,0.030177403824994637,0.7809892866982389,0.21901071330176114,0.011476544586494037,1,2,0.9508252594172892,0.04917474058271076,0.03335046091567396,0.04072765226556875,0.01192617379552676,0.0010695590375468871,0.018619731423379266,0.1407728775189934,normal,False
0,udp,other,SF,276,307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0.06482524891444974,0.03799965449619818,0.001166625745992369,0.026509275173762645,0.8426861177916417,0.1573138822083583,0.0036580874789909467,1,1,0.9529864269322502,0.04701357306774978,0.03944275738501535,0.007516419051003317,0.0014319593145786186,0.039760557033280367,0.04492209621048411,0.05802054002013192,normal,False
0,tcp,http,S0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880,3,0.04230393163042696,0.053377439402593346,0.11204148691285466,0.028469851193617612,0.9820477527868966,0.0179522472131034,0.0019068337166974496,1,2,0.798096840394703,0.20190315960529703,0.00012767756515954831,0.02223099021116219,0.028228000322322293,0.05881021731217805,0.02626604377829759,0.00627156865326301,dos,False
0,tcp,http,SF,281,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,0.0811440183973362,0.02833903295066554,0.0297494629157399,0.041386159432209635,0.9131959794253243,0.08680402057467573,0.017581794254421572,2,4,0.9808747005385724,0.019125299461427603,0.01771371520215661,0.034025322268565666,0.0015571435175428495,0.0023016664559912543,0.0014840129401070543,0.042797398322609335,normal,False
0,icmp,http,S0,25,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,520,5,0.08110657164352789,0.042498963234583916,0.08801664705682201,0.08676172613426297,0.9354419146017464,0.06455808539825358,0.027854219983463283,1,1,0.8645149339111587,0.13548506608884126,0.0013390218763692286,0.017296188654565215,0.07591246714675254,0.008300127302806794,0.0012586868888739072,0.01313572161753493,dos,False
1,tcp,http,SF,302,290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0.11808350065037489,0.016038618662731603,0.018663610990481517,0.00127821605786874,0.9311822466021096,0.06881775339789042,0.01279449500642361,1,1,0.9388293787741288,0.06117062122587125,0.03182465963383981,0.009553650535088313,0.02339804296177144,0.002947923160728523,0.007486933297265274,0.00043972945653064584,normal,False
0,tcp,other,S0,24,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,371,4,0.06479413847808728,0.025442257100935107,0.008356816069547584,0.01034410358091285,0.8798925751213774,0.12010742487862258,0.029139674257393736,2,2,0.7726744547163937,0.22732554528360627,0.011592829017019263,0.022601183788176757,0.05049090757180949,0.003889883670577447,0.017183525572912344,0.005115465772377921,dos,False
0,tcp,http,S0,30,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1019,3,0.03181630774741264,0.25277518410447775,0.0422603020835987,0.028981033974347977,0.8665285893567667,0.1334714106432333,0.023834171166598347,1,2,0.965504866185174,0.03449513381482605,0.001544014178610457,0.007527916372019984,0.006900109761797043,0.003231434811347592,0.006207895863580697,0.016317022179800796,dos,False
0,tcp,http,SF,315,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.0289432833813861,0.03754584459893957,0.012578334293862575,0.0069042763139862415,0.7798328013752127,0.22016719862478729,0.029927788665310283,2,1,0.9949709561598468,0.005029043840153236,0.02734713454854532,0.004232760128158799,0.0036818544507045818,0.007309741447764518,0.014622502168707108,0.06846520923118742,normal,False
0,tcp,http,SF,325,317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0.03634481177918649,0.025661197687170394,0.0207511740671925,0.06116683279890946,0.8253961053801311,0.17460389461986892,0.026245425390019915,2,2,0.8986636788950269,0.10133632110497315,0.005467611318016022,0.025989813708654767,0.029041760707686604,0.002003354699898175,0.02130616709358478,0.006468652414044192,normal,False
0,tcp,dns,SF,320,255,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.08510865156220093,0.11952604949770504,0.11611218973682343,0.12652996085877571,0.9967864431085497,0.0032135568914503088,0.01830284606322581,2,4,0.8302080089418261,0.16979199105817389,0.02540766705573381,0.009197118679006482,0.00067861291396726,0.00946709964253084,0.008680268026824669,0.023000186362248633,normal,False
0,udp,http,S0,19,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1033,2,0.015118036627537322,0.010177683820723503,0.004394850337045325,0.04852769906638078,0.7153989305801101,0.28460106941988994,0.0014472676235729308,2,4,0.9258429298084085,0.07415707019159146,0.006236665796176095,0.01814431990875297,0.0008696529867761781,0.003533874507445112,0.014692055049090583,0.011789502303745666,dos,False
2,udp,imap,SF,85,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,184,3,0.11449447662593933,0.09939511301783088,0.054314559575278275,0.03659686848548791,0.9164202641506041,0.08357973584939593,0.041781809750892705,1,1,0.8682581022635862,0.13174189773641376,0.013671693849663439,0.011732823791207665,0.040438379778488846,0.020772309169637022,0.0014238939850156826,0.01342134454949219,probe,False
0,tcp,other,SF,315,282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0.0144072499890848,0.017911148538496853,0.005071540572197901,0.09367815019520014,0.9756758505360764,0.024324149463923583,0.03244644660691092,1,2,0.9530456145421863,0.04695438545781372,0.04389498693150796,0.039948030291720886,0.023231812329919454,0.010784846573347296,0.05689162262202715,0.02911888504799078,normal,False
1,tcp,http,SF,265,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.019338090442303044,0.02002202888638737,0.031969860902060096,0.012523327065948808,0.9669008687115545,0.03309913128844555,0.002396464817113517,1,3,0.8805732615667317,0.11942673843326834,0.015417085999603265,0.003015015464219129,0.0012689171734097417,0.032443958803246006,0.007932194784038839,0.01005409926831612,normal,False
0,tcp,http,S0,259,320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.015898968952861567,0.04743502359205468,0.05975302586414719,0.05037142296387163,0.8211931712391844,0.17880682876081555,0.015979420693926945,2,3,0.9903977128699235,0.009602287130076492,0.000876957421925965,0.012164325470581383,0.01553297874463644,0.03700117330538701,0.012030893450505951,0.0040279042796250684,normal,False
3,tcp,eco_i,SF,94,43,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,2,0.07077925066219064,0.014358667759924218,0.029693229924841875,0.02769367381717967,0.9059262671824345,0.09407373281756548,0.027515962023803915,1,2,0.98680317278207,0.01319682721793003,0.023981008695465187,0.02055150464626608,0.06474500329912129,0.007024020356143692,0.006093578626792751,0.01241349047822667,probe,False
1,tcp,http,SF,542,387,0,0,0,0,0,0,0,1,0,1,5,2,0,0,0,0,3,3,0.0650683427452852,0.03126023878591667,0.0020548604073481504,0.02708133248893689,0.8742747257195536,0.12572527428044644,0.046587974400609605,1,1,0.7681263966807412,0.23187360331925877,0.012358074772602498,0.018060752038258947,0.01912370770509877,0.006924603044084048,0.003120788843783156,0.021535149298093487,u2r,False
0,tcp,ftp,SF,49,83,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,16,1,0.012672939742777561,0.0127815253973396,0.018840113108020966,0.01121765859599657,0.7233347724583972,0.27666522754160283,0.013330160942528443,3,1,0.8950934622613925,0.10490653773860747,0.009322525910294721,0.03697205371518801,0.05050328185016978,0.0373077192332598,0.003419983691925649,0.010325163586871296,r2l,False
3,tcp,ftp,SF,94,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,2,0.13895888193154665,0.029282914070492123,0.010402253414343877,0.0068728807625507045,0.9408849565674794,0.05911504343252061,0.028806045659070564,2,3,0.9214364487850532,0.07856355121494685,0.004185193599598611,0.020303681342278702,0.003782490426948313,0.014430559259321437,0.02329960357301697,0.015077904561218231,probe,False
0,tcp,http,S0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,2,0.0010904186381153452,0.08119308729108991,0.014848782355051911,0.1425628306395272,0.906522196956506,0.09347780304349396,0.006222995920418856,2,2,0.7800576772605721,0.21994232273942793,0.008382163400154461,0.013761138042819886,0.04909182955148781,0.005041626922071795,0.0013542079995249707,0.03704522619522364,dos,False
